"ID","IDDIST","NOMBDEP","NOMBPROV","NOMBDIST","NOM_CAPITAL_LEGAL","COD_REG_NAT","REGION_NATURAL"
"704","080102","CUSCO","CUSCO","CCORCA",NULL,NULL,NULL
"705","080103","CUSCO","CUSCO","POROY",NULL,NULL,NULL
"706","080104","CUSCO","CUSCO","SAN JERONIMO",NULL,NULL,NULL
"707","080105","CUSCO","CUSCO","SAN SEBASTIAN",NULL,NULL,NULL
"708","080106","CUSCO","CUSCO","SANTIAGO",NULL,NULL,NULL
"709","080107","CUSCO","CUSCO","SAYLLA",NULL,NULL,NULL
"710","080108","CUSCO","CUSCO","WANCHAQ",NULL,NULL,NULL
"711","080201","CUSCO","ACOMAYO","ACOMAYO",NULL,NULL,NULL
"712","080202","CUSCO","ACOMAYO","ACOPIA",NULL,NULL,NULL
"713","080203","CUSCO","ACOMAYO","ACOS",NULL,NULL,NULL
"714","080204","CUSCO","ACOMAYO","MOSOC LLACTA",NULL,NULL,NULL
"715","080205","CUSCO","ACOMAYO","POMACANCHI",NULL,NULL,NULL
"716","080206","CUSCO","ACOMAYO","RONDOCAN",NULL,NULL,NULL
"717","080207","CUSCO","ACOMAYO","SANGARARA",NULL,NULL,NULL
"718","080301","CUSCO","ANTA","ANTA",NULL,NULL,NULL
"719","080302","CUSCO","ANTA","ANCAHUASI",NULL,NULL,NULL
"720","080303","CUSCO","ANTA","CACHIMAYO",NULL,NULL,NULL
"721","080304","CUSCO","ANTA","CHINCHAYPUJIO",NULL,NULL,NULL
"722","080305","CUSCO","ANTA","HUAROCONDO",NULL,NULL,NULL
"723","080306","CUSCO","ANTA","LIMATAMBO",NULL,NULL,NULL
"724","080307","CUSCO","ANTA","MOLLEPATA",NULL,NULL,NULL
"725","080308","CUSCO","ANTA","PUCYURA",NULL,NULL,NULL
"726","080309","CUSCO","ANTA","ZURITE",NULL,NULL,NULL
"727","080401","CUSCO","CALCA","CALCA",NULL,NULL,NULL
"728","080402","CUSCO","CALCA","COYA",NULL,NULL,NULL
"729","080403","CUSCO","CALCA","LAMAY",NULL,NULL,NULL
"730","080404","CUSCO","CALCA","LARES",NULL,NULL,NULL
"731","080405","CUSCO","CALCA","PISAC",NULL,NULL,NULL
"732","080406","CUSCO","CALCA","SAN SALVADOR",NULL,NULL,NULL
"733","080407","CUSCO","CALCA","TARAY",NULL,NULL,NULL
"734","080408","CUSCO","CALCA","YANATILE",NULL,NULL,NULL
"735","080501","CUSCO","CANAS","YANAOCA",NULL,NULL,NULL
"736","080502","CUSCO","CANAS","CHECCA",NULL,NULL,NULL
"737","080503","CUSCO","CANAS","KUNTURKANKI",NULL,NULL,NULL
"738","080504","CUSCO","CANAS","LANGUI",NULL,NULL,NULL
"739","080505","CUSCO","CANAS","LAYO",NULL,NULL,NULL
"740","080506","CUSCO","CANAS","PAMPAMARCA",NULL,NULL,NULL
"741","080507","CUSCO","CANAS","QUEHUE",NULL,NULL,NULL
"742","080508","CUSCO","CANAS","TUPAC AMARU",NULL,NULL,NULL
"743","080601","CUSCO","CANCHIS","SICUANI",NULL,NULL,NULL
"744","080602","CUSCO","CANCHIS","CHECACUPE",NULL,NULL,NULL
"745","080603","CUSCO","CANCHIS","COMBAPATA",NULL,NULL,NULL
"746","080604","CUSCO","CANCHIS","MARANGANI",NULL,NULL,NULL
"747","080605","CUSCO","CANCHIS","PITUMARCA",NULL,NULL,NULL
"748","080606","CUSCO","CANCHIS","SAN PABLO",NULL,NULL,NULL
"749","080607","CUSCO","CANCHIS","SAN PEDRO",NULL,NULL,NULL
"750","080608","CUSCO","CANCHIS","TINTA",NULL,NULL,NULL
"751","080701","CUSCO","CHUMBIVILCAS","SANTO TOMAS",NULL,NULL,NULL
"752","080702","CUSCO","CHUMBIVILCAS","CAPACMARCA",NULL,NULL,NULL
"753","080703","CUSCO","CHUMBIVILCAS","CHAMACA",NULL,NULL,NULL
"754","080704","CUSCO","CHUMBIVILCAS","COLQUEMARCA",NULL,NULL,NULL
"755","080705","CUSCO","CHUMBIVILCAS","LIVITACA",NULL,NULL,NULL
"756","080706","CUSCO","CHUMBIVILCAS","LLUSCO",NULL,NULL,NULL
"757","080707","CUSCO","CHUMBIVILCAS","QUIÑOTA",NULL,NULL,NULL
"758","080708","CUSCO","CHUMBIVILCAS","VELILLE",NULL,NULL,NULL
"759","080801","CUSCO","ESPINAR","ESPINAR",NULL,NULL,NULL
"760","080802","CUSCO","ESPINAR","CONDOROMA",NULL,NULL,NULL
"761","080803","CUSCO","ESPINAR","COPORAQUE",NULL,NULL,NULL
"762","080804","CUSCO","ESPINAR","OCORURO",NULL,NULL,NULL
"763","080805","CUSCO","ESPINAR","PALLPATA",NULL,NULL,NULL
"764","080806","CUSCO","ESPINAR","PICHIGUA",NULL,NULL,NULL
"765","080807","CUSCO","ESPINAR","SUYCKUTAMBO",NULL,NULL,NULL
"766","080808","CUSCO","ESPINAR","ALTO PICHIGUA",NULL,NULL,NULL
"767","080901","CUSCO","LA CONVENCION","SANTA ANA",NULL,NULL,NULL
"768","080902","CUSCO","LA CONVENCION","ECHARATE",NULL,NULL,NULL
"769","080903","CUSCO","LA CONVENCION","HUAYOPATA",NULL,NULL,NULL
"770","080904","CUSCO","LA CONVENCION","MARANURA",NULL,NULL,NULL
"771","080905","CUSCO","LA CONVENCION","OCOBAMBA",NULL,NULL,NULL
"772","080906","CUSCO","LA CONVENCION","QUELLOUNO",NULL,NULL,NULL
"773","080907","CUSCO","LA CONVENCION","KIMBIRI",NULL,NULL,NULL
"774","080908","CUSCO","LA CONVENCION","SANTA TERESA",NULL,NULL,NULL
"775","080909","CUSCO","LA CONVENCION","VILCABAMBA",NULL,NULL,NULL
"776","080910","CUSCO","LA CONVENCION","PICHARI",NULL,NULL,NULL
"777","080911","CUSCO","LA CONVENCION","INKAWASI",NULL,NULL,NULL
"778","080912","CUSCO","LA CONVENCION","VILLA VIRGEN",NULL,NULL,NULL
"779","080913","CUSCO","LA CONVENCION","VILLA KINTIARINA",NULL,NULL,NULL
"780","080914","CUSCO","LA CONVENCION","MEGANTONI",NULL,NULL,NULL
"781","080915","CUSCO","LA CONVENCION","KUMPIRUSHIATO",NULL,NULL,NULL
"782","080916","CUSCO","LA CONVENCION","CIELO PUNCO",NULL,NULL,NULL
"783","080917","CUSCO","LA CONVENCION","MANITEA",NULL,NULL,NULL
"784","080918","CUSCO","LA CONVENCION","UNION ASHANINKA",NULL,NULL,NULL
"785","081001","CUSCO","PARURO","PARURO",NULL,NULL,NULL
"786","081002","CUSCO","PARURO","ACCHA",NULL,NULL,NULL
"787","081003","CUSCO","PARURO","CCAPI",NULL,NULL,NULL
"788","081004","CUSCO","PARURO","COLCHA",NULL,NULL,NULL
"789","081005","CUSCO","PARURO","HUANOQUITE",NULL,NULL,NULL
"790","081006","CUSCO","PARURO","OMACHA",NULL,NULL,NULL
"791","081007","CUSCO","PARURO","PACCARITAMBO",NULL,NULL,NULL
"792","081008","CUSCO","PARURO","PILLPINTO",NULL,NULL,NULL
"793","081009","CUSCO","PARURO","YAURISQUE",NULL,NULL,NULL
"794","081101","CUSCO","PAUCARTAMBO","PAUCARTAMBO",NULL,NULL,NULL
"795","081102","CUSCO","PAUCARTAMBO","CAICAY",NULL,NULL,NULL
"796","081103","CUSCO","PAUCARTAMBO","CHALLABAMBA",NULL,NULL,NULL
"797","081104","CUSCO","PAUCARTAMBO","COLQUEPATA",NULL,NULL,NULL
"798","081105","CUSCO","PAUCARTAMBO","HUANCARANI",NULL,NULL,NULL
"799","081106","CUSCO","PAUCARTAMBO","KOSÑIPATA",NULL,NULL,NULL
"800","081201","CUSCO","QUISPICANCHI","URCOS",NULL,NULL,NULL
"801","081202","CUSCO","QUISPICANCHI","ANDAHUAYLILLAS",NULL,NULL,NULL
"802","081203","CUSCO","QUISPICANCHI","CAMANTI",NULL,NULL,NULL
"803","081204","CUSCO","QUISPICANCHI","CCARHUAYO",NULL,NULL,NULL
"804","081205","CUSCO","QUISPICANCHI","CCATCA",NULL,NULL,NULL
"805","081206","CUSCO","QUISPICANCHI","CUSIPATA",NULL,NULL,NULL
"806","081207","CUSCO","QUISPICANCHI","HUARO",NULL,NULL,NULL
"807","081208","CUSCO","QUISPICANCHI","LUCRE",NULL,NULL,NULL
"808","081209","CUSCO","QUISPICANCHI","MARCAPATA",NULL,NULL,NULL
"809","081210","CUSCO","QUISPICANCHI","OCONGATE",NULL,NULL,NULL
"810","081211","CUSCO","QUISPICANCHI","OROPESA",NULL,NULL,NULL
"811","081212","CUSCO","QUISPICANCHI","QUIQUIJANA",NULL,NULL,NULL
"812","081301","CUSCO","URUBAMBA","URUBAMBA",NULL,NULL,NULL
"813","081302","CUSCO","URUBAMBA","CHINCHERO",NULL,NULL,NULL
"814","081303","CUSCO","URUBAMBA","HUAYLLABAMBA",NULL,NULL,NULL
"815","081304","CUSCO","URUBAMBA","MACHUPICCHU",NULL,NULL,NULL
"816","081305","CUSCO","URUBAMBA","MARAS",NULL,NULL,NULL
"817","081306","CUSCO","URUBAMBA","OLLANTAYTAMBO",NULL,NULL,NULL
"818","081307","CUSCO","URUBAMBA","YUCAY",NULL,NULL,NULL
"819","090101","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA",NULL,NULL,NULL
"820","090102","HUANCAVELICA","HUANCAVELICA","ACOBAMBILLA",NULL,NULL,NULL
"821","090103","HUANCAVELICA","HUANCAVELICA","ACORIA",NULL,NULL,NULL
"822","090104","HUANCAVELICA","HUANCAVELICA","CONAYCA",NULL,NULL,NULL
"823","090105","HUANCAVELICA","HUANCAVELICA","CUENCA",NULL,NULL,NULL
"824","090106","HUANCAVELICA","HUANCAVELICA","HUACHOCOLPA",NULL,NULL,NULL
"825","090107","HUANCAVELICA","HUANCAVELICA","HUAYLLAHUARA",NULL,NULL,NULL
"826","090108","HUANCAVELICA","HUANCAVELICA","IZCUCHACA",NULL,NULL,NULL
"827","090109","HUANCAVELICA","HUANCAVELICA","LARIA",NULL,NULL,NULL
"828","090110","HUANCAVELICA","HUANCAVELICA","MANTA",NULL,NULL,NULL
"829","090111","HUANCAVELICA","HUANCAVELICA","MARISCAL CACERES",NULL,NULL,NULL
"830","090112","HUANCAVELICA","HUANCAVELICA","MOYA",NULL,NULL,NULL
"831","090113","HUANCAVELICA","HUANCAVELICA","NUEVO OCCORO",NULL,NULL,NULL
"832","090114","HUANCAVELICA","HUANCAVELICA","PALCA",NULL,NULL,NULL
"833","090115","HUANCAVELICA","HUANCAVELICA","PILCHACA",NULL,NULL,NULL
"834","090116","HUANCAVELICA","HUANCAVELICA","VILCA",NULL,NULL,NULL
"835","090117","HUANCAVELICA","HUANCAVELICA","YAULI",NULL,NULL,NULL
"836","090118","HUANCAVELICA","HUANCAVELICA","ASCENSION",NULL,NULL,NULL
"837","090119","HUANCAVELICA","HUANCAVELICA","HUANDO",NULL,NULL,NULL
"838","090201","HUANCAVELICA","ACOBAMBA","ACOBAMBA",NULL,NULL,NULL
"839","090202","HUANCAVELICA","ACOBAMBA","ANDABAMBA",NULL,NULL,NULL
"840","090203","HUANCAVELICA","ACOBAMBA","ANTA",NULL,NULL,NULL
"841","090204","HUANCAVELICA","ACOBAMBA","CAJA",NULL,NULL,NULL
"842","090205","HUANCAVELICA","ACOBAMBA","MARCAS",NULL,NULL,NULL
"843","090206","HUANCAVELICA","ACOBAMBA","PAUCARA",NULL,NULL,NULL
"844","090207","HUANCAVELICA","ACOBAMBA","POMACOCHA",NULL,NULL,NULL
"845","090208","HUANCAVELICA","ACOBAMBA","ROSARIO",NULL,NULL,NULL
"846","090301","HUANCAVELICA","ANGARAES","LIRCAY",NULL,NULL,NULL
"847","090302","HUANCAVELICA","ANGARAES","ANCHONGA",NULL,NULL,NULL
"848","090303","HUANCAVELICA","ANGARAES","CALLANMARCA",NULL,NULL,NULL
"849","090304","HUANCAVELICA","ANGARAES","CCOCHACCASA",NULL,NULL,NULL
"850","090305","HUANCAVELICA","ANGARAES","CHINCHO",NULL,NULL,NULL
"851","090306","HUANCAVELICA","ANGARAES","CONGALLA",NULL,NULL,NULL
"852","090307","HUANCAVELICA","ANGARAES","HUANCA-HUANCA",NULL,NULL,NULL
"853","090308","HUANCAVELICA","ANGARAES","HUAYLLAY GRANDE",NULL,NULL,NULL
"854","090309","HUANCAVELICA","ANGARAES","JULCAMARCA",NULL,NULL,NULL
"855","090310","HUANCAVELICA","ANGARAES","SAN ANTONIO DE ANTAPARCO",NULL,NULL,NULL
"856","090311","HUANCAVELICA","ANGARAES","SANTO TOMAS DE PATA",NULL,NULL,NULL
"857","090312","HUANCAVELICA","ANGARAES","SECCLLA",NULL,NULL,NULL
"858","090401","HUANCAVELICA","CASTROVIRREYNA","CASTROVIRREYNA",NULL,NULL,NULL
"859","090402","HUANCAVELICA","CASTROVIRREYNA","ARMA",NULL,NULL,NULL
"860","090403","HUANCAVELICA","CASTROVIRREYNA","AURAHUA",NULL,NULL,NULL
"861","090404","HUANCAVELICA","CASTROVIRREYNA","CAPILLAS",NULL,NULL,NULL
"862","090405","HUANCAVELICA","CASTROVIRREYNA","CHUPAMARCA",NULL,NULL,NULL
"863","090406","HUANCAVELICA","CASTROVIRREYNA","COCAS",NULL,NULL,NULL
"864","090407","HUANCAVELICA","CASTROVIRREYNA","HUACHOS",NULL,NULL,NULL
"865","090408","HUANCAVELICA","CASTROVIRREYNA","HUAMATAMBO",NULL,NULL,NULL
"866","090409","HUANCAVELICA","CASTROVIRREYNA","MOLLEPAMPA",NULL,NULL,NULL
"867","090410","HUANCAVELICA","CASTROVIRREYNA","SAN JUAN",NULL,NULL,NULL
"868","090411","HUANCAVELICA","CASTROVIRREYNA","SANTA ANA",NULL,NULL,NULL
"869","090412","HUANCAVELICA","CASTROVIRREYNA","TANTARA",NULL,NULL,NULL
"870","090413","HUANCAVELICA","CASTROVIRREYNA","TICRAPO",NULL,NULL,NULL
"871","090501","HUANCAVELICA","CHURCAMPA","CHURCAMPA",NULL,NULL,NULL
"872","090502","HUANCAVELICA","CHURCAMPA","ANCO",NULL,NULL,NULL
"873","090503","HUANCAVELICA","CHURCAMPA","CHINCHIHUASI",NULL,NULL,NULL
"874","090504","HUANCAVELICA","CHURCAMPA","EL CARMEN",NULL,NULL,NULL
"875","090505","HUANCAVELICA","CHURCAMPA","LA MERCED",NULL,NULL,NULL
"876","090506","HUANCAVELICA","CHURCAMPA","LOCROJA",NULL,NULL,NULL
"877","090507","HUANCAVELICA","CHURCAMPA","PAUCARBAMBA",NULL,NULL,NULL
"878","090508","HUANCAVELICA","CHURCAMPA","SAN MIGUEL DE MAYOCC",NULL,NULL,NULL
"879","090509","HUANCAVELICA","CHURCAMPA","SAN PEDRO DE CORIS",NULL,NULL,NULL
"880","090510","HUANCAVELICA","CHURCAMPA","PACHAMARCA",NULL,NULL,NULL
"881","090511","HUANCAVELICA","CHURCAMPA","COSME",NULL,NULL,NULL
"882","090601","HUANCAVELICA","HUAYTARA","HUAYTARA",NULL,NULL,NULL
"883","090602","HUANCAVELICA","HUAYTARA","AYAVI",NULL,NULL,NULL
"884","090603","HUANCAVELICA","HUAYTARA","CORDOVA",NULL,NULL,NULL
"885","090604","HUANCAVELICA","HUAYTARA","HUAYACUNDO ARMA",NULL,NULL,NULL
"886","090605","HUANCAVELICA","HUAYTARA","LARAMARCA",NULL,NULL,NULL
"887","090606","HUANCAVELICA","HUAYTARA","OCOYO",NULL,NULL,NULL
"888","090607","HUANCAVELICA","HUAYTARA","PILPICHACA",NULL,NULL,NULL
"889","090608","HUANCAVELICA","HUAYTARA","QUERCO",NULL,NULL,NULL
"890","090609","HUANCAVELICA","HUAYTARA","QUITO-ARMA",NULL,NULL,NULL
"891","090610","HUANCAVELICA","HUAYTARA","SAN ANTONIO DE CUSICANCHA",NULL,NULL,NULL
"892","090611","HUANCAVELICA","HUAYTARA","SAN FRANCISCO DE SANGAYAICO",NULL,NULL,NULL
"893","090612","HUANCAVELICA","HUAYTARA","SAN ISIDRO",NULL,NULL,NULL
"894","090613","HUANCAVELICA","HUAYTARA","SANTIAGO DE CHOCORVOS",NULL,NULL,NULL
"895","090614","HUANCAVELICA","HUAYTARA","SANTIAGO DE QUIRAHUARA",NULL,NULL,NULL
"896","090615","HUANCAVELICA","HUAYTARA","SANTO DOMINGO DE CAPILLAS",NULL,NULL,NULL
"897","090616","HUANCAVELICA","HUAYTARA","TAMBO",NULL,NULL,NULL
"898","090701","HUANCAVELICA","TAYACAJA","PAMPAS",NULL,NULL,NULL
"899","090702","HUANCAVELICA","TAYACAJA","ACOSTAMBO",NULL,NULL,NULL
"900","090703","HUANCAVELICA","TAYACAJA","ACRAQUIA",NULL,NULL,NULL
"901","090704","HUANCAVELICA","TAYACAJA","AHUAYCHA",NULL,NULL,NULL
"902","090705","HUANCAVELICA","TAYACAJA","COLCABAMBA",NULL,NULL,NULL
"903","090706","HUANCAVELICA","TAYACAJA","DANIEL HERNANDEZ",NULL,NULL,NULL
"904","090707","HUANCAVELICA","TAYACAJA","HUACHOCOLPA",NULL,NULL,NULL
"905","090709","HUANCAVELICA","TAYACAJA","HUARIBAMBA",NULL,NULL,NULL
"906","090710","HUANCAVELICA","TAYACAJA","ÑAHUIMPUQUIO",NULL,NULL,NULL
"907","090711","HUANCAVELICA","TAYACAJA","PAZOS",NULL,NULL,NULL
"908","090713","HUANCAVELICA","TAYACAJA","QUISHUAR",NULL,NULL,NULL
"909","090714","HUANCAVELICA","TAYACAJA","SALCABAMBA",NULL,NULL,NULL
"910","090715","HUANCAVELICA","TAYACAJA","SALCAHUASI",NULL,NULL,NULL
"911","090716","HUANCAVELICA","TAYACAJA","SAN MARCOS DE ROCCHAC",NULL,NULL,NULL
"912","090717","HUANCAVELICA","TAYACAJA","SURCUBAMBA",NULL,NULL,NULL
"913","090718","HUANCAVELICA","TAYACAJA","TINTAY PUNCU",NULL,NULL,NULL
"914","090719","HUANCAVELICA","TAYACAJA","QUICHUAS",NULL,NULL,NULL
"915","090720","HUANCAVELICA","TAYACAJA","ANDAYMARCA",NULL,NULL,NULL
"916","090721","HUANCAVELICA","TAYACAJA","ROBLE",NULL,NULL,NULL
"917","090722","HUANCAVELICA","TAYACAJA","PICHOS",NULL,NULL,NULL
"918","090723","HUANCAVELICA","TAYACAJA","SANTIAGO DE TUCUMA",NULL,NULL,NULL
"919","090724","HUANCAVELICA","TAYACAJA","LAMBRAS",NULL,NULL,NULL
"920","090725","HUANCAVELICA","TAYACAJA","COCHABAMBA",NULL,NULL,NULL
"921","100101","HUANUCO","HUANUCO","HUANUCO",NULL,NULL,NULL
"922","100102","HUANUCO","HUANUCO","AMARILIS",NULL,NULL,NULL
"923","100103","HUANUCO","HUANUCO","CHINCHAO",NULL,NULL,NULL
"924","100104","HUANUCO","HUANUCO","CHURUBAMBA",NULL,NULL,NULL
"925","100105","HUANUCO","HUANUCO","MARGOS",NULL,NULL,NULL
"926","100106","HUANUCO","HUANUCO","QUISQUI (KICHKI)",NULL,NULL,NULL
"927","100107","HUANUCO","HUANUCO","SAN FRANCISCO DE CAYRAN",NULL,NULL,NULL
"928","100108","HUANUCO","HUANUCO","SAN PEDRO DE CHAULAN",NULL,NULL,NULL
"929","100109","HUANUCO","HUANUCO","SANTA MARIA DEL VALLE",NULL,NULL,NULL
"930","100110","HUANUCO","HUANUCO","YARUMAYO",NULL,NULL,NULL
"931","100111","HUANUCO","HUANUCO","PILLCO MARCA",NULL,NULL,NULL
"932","100112","HUANUCO","HUANUCO","YACUS",NULL,NULL,NULL
"933","100113","HUANUCO","HUANUCO","SAN PABLO DE PILLAO",NULL,NULL,NULL
"934","100201","HUANUCO","AMBO","AMBO",NULL,NULL,NULL
"935","100202","HUANUCO","AMBO","CAYNA",NULL,NULL,NULL
"936","100203","HUANUCO","AMBO","COLPAS",NULL,NULL,NULL
"937","100204","HUANUCO","AMBO","CONCHAMARCA",NULL,NULL,NULL
"938","100205","HUANUCO","AMBO","HUACAR",NULL,NULL,NULL
"939","100206","HUANUCO","AMBO","SAN FRANCISCO",NULL,NULL,NULL
"940","100207","HUANUCO","AMBO","SAN RAFAEL",NULL,NULL,NULL
"941","100208","HUANUCO","AMBO","TOMAY KICHWA",NULL,NULL,NULL
"942","100301","HUANUCO","DOS DE MAYO","LA UNION",NULL,NULL,NULL
"943","100307","HUANUCO","DOS DE MAYO","CHUQUIS",NULL,NULL,NULL
"944","100311","HUANUCO","DOS DE MAYO","MARIAS",NULL,NULL,NULL
"945","100313","HUANUCO","DOS DE MAYO","PACHAS",NULL,NULL,NULL
"946","100316","HUANUCO","DOS DE MAYO","QUIVILLA",NULL,NULL,NULL
"947","100317","HUANUCO","DOS DE MAYO","RIPAN",NULL,NULL,NULL
"948","100321","HUANUCO","DOS DE MAYO","SHUNQUI",NULL,NULL,NULL
"949","100322","HUANUCO","DOS DE MAYO","SILLAPATA",NULL,NULL,NULL
"950","100323","HUANUCO","DOS DE MAYO","YANAS",NULL,NULL,NULL
"951","100401","HUANUCO","HUACAYBAMBA","HUACAYBAMBA",NULL,NULL,NULL
"952","100402","HUANUCO","HUACAYBAMBA","CANCHABAMBA",NULL,NULL,NULL
"953","100403","HUANUCO","HUACAYBAMBA","COCHABAMBA",NULL,NULL,NULL
"954","100404","HUANUCO","HUACAYBAMBA","PINRA",NULL,NULL,NULL
"955","100501","HUANUCO","HUAMALIES","LLATA",NULL,NULL,NULL
"956","100502","HUANUCO","HUAMALIES","ARANCAY",NULL,NULL,NULL
"957","100503","HUANUCO","HUAMALIES","CHAVIN DE PARIARCA",NULL,NULL,NULL
"958","100504","HUANUCO","HUAMALIES","JACAS GRANDE",NULL,NULL,NULL
"959","100505","HUANUCO","HUAMALIES","JIRCAN",NULL,NULL,NULL
"960","100506","HUANUCO","HUAMALIES","MIRAFLORES",NULL,NULL,NULL
"961","100507","HUANUCO","HUAMALIES","MONZON",NULL,NULL,NULL
"962","100508","HUANUCO","HUAMALIES","PUNCHAO",NULL,NULL,NULL
"963","100509","HUANUCO","HUAMALIES","PUÑOS",NULL,NULL,NULL
"964","100510","HUANUCO","HUAMALIES","SINGA",NULL,NULL,NULL
"965","100511","HUANUCO","HUAMALIES","TANTAMAYO",NULL,NULL,NULL
"966","100601","HUANUCO","LEONCIO PRADO","RUPA-RUPA",NULL,NULL,NULL
"967","100602","HUANUCO","LEONCIO PRADO","DANIEL ALOMIA ROBLES",NULL,NULL,NULL
"968","100603","HUANUCO","LEONCIO PRADO","HERMILIO VALDIZAN",NULL,NULL,NULL
"969","100604","HUANUCO","LEONCIO PRADO","JOSE CRESPO Y CASTILLO",NULL,NULL,NULL
"970","100605","HUANUCO","LEONCIO PRADO","LUYANDO",NULL,NULL,NULL
"971","100606","HUANUCO","LEONCIO PRADO","MARIANO DAMASO BERAUN",NULL,NULL,NULL
"972","100607","HUANUCO","LEONCIO PRADO","PUCAYACU",NULL,NULL,NULL
"973","100608","HUANUCO","LEONCIO PRADO","CASTILLO GRANDE",NULL,NULL,NULL
"974","100609","HUANUCO","LEONCIO PRADO","PUEBLO NUEVO",NULL,NULL,NULL
"975","100610","HUANUCO","LEONCIO PRADO","SANTO DOMINGO DE ANDA",NULL,NULL,NULL
"976","100701","HUANUCO","MARAÑON","HUACRACHUCO",NULL,NULL,NULL
"977","100702","HUANUCO","MARAÑON","CHOLON",NULL,NULL,NULL
"978","100703","HUANUCO","MARAÑON","SAN BUENAVENTURA",NULL,NULL,NULL
"979","100704","HUANUCO","MARAÑON","LA MORADA",NULL,NULL,NULL
"980","100705","HUANUCO","MARAÑON","SANTA ROSA DE ALTO YANAJANCA",NULL,NULL,NULL
"981","100801","HUANUCO","PACHITEA","PANAO",NULL,NULL,NULL
"982","100802","HUANUCO","PACHITEA","CHAGLLA",NULL,NULL,NULL
"983","100803","HUANUCO","PACHITEA","MOLINO",NULL,NULL,NULL
"984","100804","HUANUCO","PACHITEA","UMARI",NULL,NULL,NULL
"985","100901","HUANUCO","PUERTO INCA","PUERTO INCA",NULL,NULL,NULL
"986","100902","HUANUCO","PUERTO INCA","CODO DEL POZUZO",NULL,NULL,NULL
"987","100903","HUANUCO","PUERTO INCA","HONORIA",NULL,NULL,NULL
"988","100904","HUANUCO","PUERTO INCA","TOURNAVISTA",NULL,NULL,NULL
"989","100905","HUANUCO","PUERTO INCA","YUYAPICHIS",NULL,NULL,NULL
"990","101001","HUANUCO","LAURICOCHA","JESUS",NULL,NULL,NULL
"991","101002","HUANUCO","LAURICOCHA","BAÑOS",NULL,NULL,NULL
"992","101003","HUANUCO","LAURICOCHA","JIVIA",NULL,NULL,NULL
"993","101004","HUANUCO","LAURICOCHA","QUEROPALCA",NULL,NULL,NULL
"994","101005","HUANUCO","LAURICOCHA","RONDOS",NULL,NULL,NULL
"995","101006","HUANUCO","LAURICOCHA","SAN FRANCISCO DE ASIS",NULL,NULL,NULL
"996","101007","HUANUCO","LAURICOCHA","SAN MIGUEL DE CAURI",NULL,NULL,NULL
"997","101101","HUANUCO","YAROWILCA","CHAVINILLO",NULL,NULL,NULL
"998","101102","HUANUCO","YAROWILCA","CAHUAC",NULL,NULL,NULL
"999","101103","HUANUCO","YAROWILCA","CHACABAMBA",NULL,NULL,NULL
"1000","101104","HUANUCO","YAROWILCA","APARICIO POMARES",NULL,NULL,NULL
"1001","101105","HUANUCO","YAROWILCA","JACAS CHICO",NULL,NULL,NULL
"1002","101106","HUANUCO","YAROWILCA","OBAS",NULL,NULL,NULL
"1003","101107","HUANUCO","YAROWILCA","PAMPAMARCA",NULL,NULL,NULL
"1558","010101","AMAZONAS","CHACHAPOYAS","CHACHAPOYAS",NULL,NULL,NULL
"1559","010102","AMAZONAS","CHACHAPOYAS","ASUNCION",NULL,NULL,NULL
"1560","010103","AMAZONAS","CHACHAPOYAS","BALSAS",NULL,NULL,NULL
"1561","010104","AMAZONAS","CHACHAPOYAS","CHETO",NULL,NULL,NULL
"1562","010105","AMAZONAS","CHACHAPOYAS","CHILIQUIN",NULL,NULL,NULL
"1563","010106","AMAZONAS","CHACHAPOYAS","CHUQUIBAMBA",NULL,NULL,NULL
"1564","010107","AMAZONAS","CHACHAPOYAS","GRANADA",NULL,NULL,NULL
"1565","010108","AMAZONAS","CHACHAPOYAS","HUANCAS",NULL,NULL,NULL
"1566","010109","AMAZONAS","CHACHAPOYAS","LA JALCA",NULL,NULL,NULL
"1567","010110","AMAZONAS","CHACHAPOYAS","LEIMEBAMBA",NULL,NULL,NULL
"1568","010111","AMAZONAS","CHACHAPOYAS","LEVANTO",NULL,NULL,NULL
"1569","010112","AMAZONAS","CHACHAPOYAS","MAGDALENA",NULL,NULL,NULL
"1570","010113","AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA",NULL,NULL,NULL
"1571","010114","AMAZONAS","CHACHAPOYAS","MOLINOPAMPA",NULL,NULL,NULL
"1572","010115","AMAZONAS","CHACHAPOYAS","MONTEVIDEO",NULL,NULL,NULL
"1573","010116","AMAZONAS","CHACHAPOYAS","OLLEROS",NULL,NULL,NULL
"1574","010117","AMAZONAS","CHACHAPOYAS","QUINJALCA",NULL,NULL,NULL
"1575","010118","AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS",NULL,NULL,NULL
"1576","010119","AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO",NULL,NULL,NULL
"1577","010120","AMAZONAS","CHACHAPOYAS","SOLOCO",NULL,NULL,NULL
"1578","010121","AMAZONAS","CHACHAPOYAS","SONCHE",NULL,NULL,NULL
"1579","010201","AMAZONAS","BAGUA","BAGUA",NULL,NULL,NULL
"1580","010202","AMAZONAS","BAGUA","ARAMANGO",NULL,NULL,NULL
"1581","010203","AMAZONAS","BAGUA","COPALLIN",NULL,NULL,NULL
